甜点；烘焙食品	bollería	🥐 甜点；烘焙食品｜词源：bollo（甜面包）+ -ería｜记忆：甜食
鳎鱼；比目鱼	lenguado	🐟 鳎鱼；比目鱼｜词源：来自 lengua（舌头）｜记忆：扁扁像舌头
金头鲷	dorada	🐟 金头鲷｜词源：dorado（金色的）｜记忆：金色鱼
红鲻鱼	salmonete	🐟 红鲻鱼｜词源：来自 salmón 相关｜记忆：红色小鱼
大虾	langostino	🦐 大虾｜词源：来自 langosta（龙虾）｜记忆：大虾
贻贝；青口	mejillón	🦪 贻贝；青口｜词源：拉丁 musculus（小鼠）｜记忆：贝类
蛤蜊；蛤	almeja	🦪 蛤蜊；蛤｜词源：葡萄牙 ameijoa｜记忆：贝壳海鲜
豆类；蔬菜豆	legumbres	🫘 豆类；蔬菜豆｜例句：comer legumbres 吃豆类｜词源：拉丁 legumen｜记忆：豆类总称
坚果	frutos secos	🥜 坚果｜词源：fruto+seco（干的）｜记忆：干果
杏仁	almendras	🌰 杏仁｜词源：阿拉伯 al-lauz｜记忆：杏仁
榛子	avellanas	🌰 榛子｜词源：拉丁 abellana｜记忆：榛子
罗勒	albahaca	🌿 罗勒｜词源：阿拉伯 al-ḥabaqa｜记忆：香草
碗；小碗	cuenco	🥣 碗；小碗｜词源：拉丁 concha（贝壳）｜记忆：盛东西的小碗
开罐器	abrelatas	🥫 开罐器｜例句：usar un abrelatas 使用开罐器｜词源：abrir+latas（罐头）｜记忆：打开罐头
酒保；调酒师	barman	🍸 酒保；调酒师｜例句：trabajar de barman 做酒保｜词源：英语 bar man｜记忆：酒吧工作人员
研讨会；神学院	seminario	🌱 研讨会；神学院｜例句：un seminario de historia 历史研讨会｜词源：拉丁 seminarium（苗圃）｜记忆：培养知识的地方
惩罚	castigo	⚠️ 惩罚｜例句：recibir un castigo 受到惩罚｜词源：拉丁 castigare｜记忆：做错后的后果
订书机	grapadora	📎 订书机｜例句：una grapadora de oficina 办公订书机｜词源：grapa（订书钉）+ -dora｜记忆：办公用品
回形针；夹子	clip	📎 回形针；夹子｜词源：英语 clip｜记忆：夹文件
卡纸；厚纸	cartulina	📄 卡纸；厚纸｜词源：carta（纸）+ -ulina｜记忆：厚纸
螺丝刀	destornillador	🔧 螺丝刀｜例句：un destornillador eléctrico 电动螺丝刀｜词源：des-+tornillo（螺丝）｜记忆：拧螺丝
插头；插座	enchufe	🔌 插头；插座｜例句：enchufar el móvil 给手机插电｜词源：来自 enchufar（插入）｜记忆：通电接口
围裙	delantal	👩‍🍳 围裙｜词源：delante（前面）相关｜记忆：厨房装备
仓库；储藏室	almacén	📦 仓库；储藏室｜例句：un almacén grande 大仓库｜词源：阿拉伯 al-maḫzan｜记忆：储存东西
赔偿；补偿金	indemnización	💰 赔偿；补偿金｜例句：recibir una indemnización 获得赔偿｜词源：拉丁 indemnis（无损害）｜记忆：弥补损失
佣金；委员会；手续费	comisión	💵 佣金；委员会；手续费｜例句：pagar una comisión 支付手续费｜词源：拉丁 committere（委托）｜记忆：交易产生的钱
预付款；提前支付	anticipo	💰 预付款；提前支付｜例句：pagar un anticipo 支付定金｜词源：ante（之前）+cipar｜记忆：提前给的钱
休假；病假；停职	estar de baja	🏥 休假；病假；停职｜例句：Estoy de baja médica. 我在病假｜词源：baja=低下减少｜记忆：暂离岗位
有抱负的；野心勃勃的	ambicioso	🎯 有抱负的；野心勃勃的｜例句：un proyecto ambicioso 有雄心的项目｜词源：拉丁 ambitio（追求）｜记忆：目标很高
有能力的；能够的	capaz	💪 有能力的；能够的｜例句：ser capaz de hacer algo 能做到某事｜词源：拉丁 capax（能容纳的）｜记忆：有能力
懒惰的；树懒	perezoso	😴 懒惰的；树懒｜例句：un chico perezoso 懒孩子｜词源：来自 pereza（懒惰）｜记忆：不想动
开幕；启用	inaugurar	🎉 开幕；启用｜例句：inaugurar un museo 开设博物馆｜词源：拉丁 inaugurare｜记忆：正式开始
游行；时装秀	desfile	🚶 游行；时装秀｜例句：desfile militar 军事阅兵｜词源：来自 desfilar（列队行进）｜记忆：队伍展示
锦标赛；冠军赛	campeonato	🏆 锦标赛；冠军赛｜例句：ganar un campeonato 赢得冠军｜词源：来自 campeón（冠军）｜记忆：冠军竞争
爱好者；业余的	aficionado	❤️ 爱好者；业余的｜例句：un fotógrafo aficionado 业余摄影师｜词源：来自 afición（兴趣）｜记忆：因兴趣而做
封面；首页	portada	📖 封面；首页｜例句：la portada del libro 书封面｜词源：portar（携带）相关｜记忆：最外层
胜利；成功	triunfo	🏆 胜利；成功｜例句：un gran triunfo 巨大的成功｜词源：拉丁 triumphus（凯旋）｜记忆：赢得胜利
新闻发布会	rueda de prensa	🎤 新闻发布会｜例句：dar una rueda de prensa 举行新闻发布会｜词源：rueda（圆圈）+prensa（新闻）｜记忆：媒体围着采访
水泥	cemento	🏗️ 水泥｜例句：una pared de cemento 水泥墙｜词源：拉丁 caementum（碎石）｜记忆：建房材料
砖	ladrillo	🧱 砖｜例句：una pared de ladrillos 砖墙｜词源：拉丁 laterculus（小砖）｜记忆：砌墙
阁楼；顶楼小房间	buhardilla	🏠 阁楼；顶楼小房间｜例句：vivir en una buhardilla 住在阁楼｜词源：与屋顶结构有关｜记忆：屋顶里的房间
扫帚	escoba	🧹 扫帚｜例句：barrer con una escoba 用扫帚扫｜词源：拉丁 scopa（扫帚）｜记忆：扫地
拖把	fregona	🧽 拖把｜例句：pasar la fregona 拖地｜词源：来自 fregar（擦洗）｜记忆：拖地工具
抹布；布料	trapo	🧻 抹布；布料｜例句：limpiar con un trapo 用抹布清洁｜词源：拉丁 trappus｜记忆：擦东西
灯泡	bombilla	💡 灯泡｜例句：cambiar una bombilla 换灯泡｜词源：bomba（球状）+ -illa｜记忆：发光的小球
手电筒	linterna	🔦 手电筒｜例句：usar una linterna 使用手电筒｜词源：拉丁 lanterna｜记忆：黑暗照明
保险箱	caja fuerte	🔐 保险箱｜词源：caja（箱子）+fuerte（坚固）｜记忆：坚固的箱子
设置自动扣款；登记住址	domiciliar	🏦 设置自动扣款；登记住址｜例句：domiciliar un pago 设置自动付款｜词源：domicilio（住所）拉丁 domus（家）｜记忆：钱从账户自动走
犯罪；违法行为	delito	⚖️ 犯罪；违法行为｜例句：cometer un delito 犯罪｜词源：拉丁 delictum（过错）｜记忆：违法
路灯	farola	🌃 路灯｜例句：una farola de la calle 街灯｜词源：来自 faro（灯塔）｜记忆：夜晚照明
浴袍	albornoz	🚿 浴袍｜词源：阿拉伯 al-burnūs（斗篷）｜记忆：洗澡后穿
拉链	cremallera	🧥 拉链｜例句：subir la cremallera 拉上拉链｜词源：来自 cremar（咬合）｜记忆：开合工具
线；丝；话题线索	hilo	🧵 线；丝；话题线索｜例句：hilo de algodón 棉线｜词源：拉丁 filum｜记忆：缝纫线
衣架	percha	👔 衣架｜例句：colgar la chaqueta en la percha｜词源：拉丁相关词｜记忆：挂衣服
皱的；起皱的	arrugado	👕 皱的；起皱的｜例句：una camisa arrugada 皱巴巴的衬衫｜词源：来自 arrugar（弄皱）｜记忆：不平整
打石膏；固定骨折	escayolar	🦴 打石膏；固定骨折｜例句：escayolar un brazo 给手臂打石膏｜词源：escayola（石膏）｜记忆：骨折固定
头晕；眩晕	mareos	🤢 头晕；眩晕｜例句：tener mareos 头晕｜词源：来自 mar（海）原指晕船｜记忆：头晕
恶心	náuseas	🤢 恶心｜词源：希腊 nausía（晕船）｜记忆：胃不舒服
呕吐	vomitar	🤮 呕吐｜例句：vomitar después de beber 喝酒后呕吐｜词源：拉丁 vomitare｜记忆：吐
污渍；斑点	mancha	🟤 污渍；斑点｜例句：una mancha de café 咖啡渍｜词源：拉丁相关词｜记忆：脏点
痘；颗粒；谷粒	grano	🔴 痘；颗粒；谷粒｜例句：tener granos 长痘｜词源：拉丁 granum（谷粒）｜记忆：小颗粒
旅舍；避难所	albergue	🏕️ 旅舍；避难所｜例句：albergue juvenil 青年旅舍｜词源：日耳曼 haribergō｜记忆：临时住宿
露营	acampar	⛺ 露营｜例句：acampar en la montaña 在山里露营｜词源：来自 campo（田野）｜记忆：户外过夜
行人	peatón	🚶 行人｜例句：paso de peatones 人行横道｜词源：法语 piéton 拉丁 pes（脚）｜记忆：走路的人
腹部；肚子	vientre	🫃 腹部；肚子｜例句：dolor de vientre 肚子疼｜词源：拉丁 venter（腹部）｜记忆：身体内部的腹部
肚脐	ombligo	👶 肚脐｜词源：拉丁 umbilicus｜记忆：出生留下的小圆点
拳头；袖口	puño	✊ 拳头；袖口｜例句：cerrar el puño 握拳｜词源：拉丁 pugnus（拳）｜记忆：握紧的手
拇指	pulgar	👍 拇指｜例句：dedo pulgar 拇指｜词源：拉丁 pollex｜记忆：点赞的手指
头骨；颅骨	cráneo	💀 头骨；颅骨｜词源：希腊 kranion｜记忆：头部骨架
椎骨	vértebra	🦴 椎骨｜例句：columna vertebral 脊柱｜词源：拉丁 vertebra｜记忆：脊椎一节
雀斑	peca	🟤 雀斑｜例句：tener pecas 有雀斑｜词源：拉丁相关词｜记忆：小斑点
头皮屑	caspa	❄️ 头皮屑｜例句：champú anticaspa 去屑洗发水｜词源：拉丁相关词｜记忆：头上的小雪花
魁梧的；身材高大的	corpulento	💪 魁梧的；身材高大的｜例句：un hombre corpulento 魁梧的男人｜词源：corpus（身体）+ -ulento｜记忆：身体很大
强壮的；结实的	robusto	🌳 强壮的；结实的｜例句：una salud robusta 强健的健康｜词源：拉丁 robustus（橡树般坚硬）｜记忆：像树一样强壮
发抖；颤抖	tiritar	🥶 发抖；颤抖｜例句：tiritar de frío 冷得发抖｜词源：拟声词｜记忆：冷得抖
已故的	fallecido	⚰️ 已故的｜例句：el fallecido 逝者｜词源：来自 fallar（停止）｜记忆：正式说去世
朴素的；简朴的	austero	🪵 朴素的；简朴的｜例句：una vida austera 简朴的生活｜词源：希腊 austēros（严厉）｜记忆：简单克制
专横的；傲慢的	prepotente	👑 专横的；傲慢的｜例句：un jefe prepotente 专横的老板｜词源：pre-+potente｜记忆：仗势欺人
多才多艺的；多用途的	versátil	🔄 多才多艺的；多用途的｜例句：un jugador versátil 全能球员｜词源：拉丁 versatilis（可转动）｜记忆：能变化
谦虚的；卑微的	humilde	🌱 谦虚的；卑微的｜例句：una persona humilde 谦虚的人｜词源：拉丁 humilis（低的）｜记忆：贴近土地
愤怒；怒火	ira	🔥 愤怒；怒火｜例句：lleno de ira 满腔怒火｜词源：拉丁 ira｜记忆：强烈愤怒
怜悯；慈悲	piedad	❤️ 怜悯；慈悲｜例句：tener piedad 怜悯｜词源：拉丁 pietas（责任虔诚）｜记忆：同情心
产生幻觉；惊叹	alucinar	🤯 产生幻觉；惊叹｜例句：Estoy alucinando. 我惊呆了｜词源：拉丁 alucinari｜记忆：大脑强烈体验
感到自豪	enorgullecerse	🏆 感到自豪｜例句：enorgullecerse de sus hijos 为孩子骄傲｜词源：en-+orgullo（骄傲）｜记忆：心里骄傲
嫉妒；羡慕	envidiar	👀 嫉妒；羡慕｜例句：envidiar a alguien 嫉妒某人｜词源：拉丁 invidere（敌意地看）｜记忆：盯着别人的拥有
失去信心；泄气	desanimarse	⬇️ 失去信心；泄气｜例句：No te desanimes. 别灰心｜词源：des-+ánimo（精神）｜记忆：动力消失
疲劳；感到累	fatigarse	😫 疲劳；感到累｜例句：fatigarse después de correr 跑后疲劳｜词源：拉丁 fatigare｜记忆：累了
脸红	ruborizarse	😊 脸红｜例句：ruborizarse de vergüenza 羞红脸｜词源：拉丁 rubor（红色）｜记忆：脸变红
厚脸皮的人；无耻的人	caradura	😏 厚脸皮的人；无耻的人｜例句：¡Qué caradura! 真不要脸｜词源：cara（脸）+dura（硬）｜记忆：脸皮厚
倒霉的人；扫把星	gafe	🍀❌ 倒霉的人；扫把星｜例句：ser gafe 很倒霉｜词源：西班牙俚语｜记忆：运气不好
继父	padrastro	👨 继父｜词源：padre（父亲）相关｜记忆：非亲生父亲
继母	madrastra	👩 继母｜词源：madre（母亲）相关｜记忆：非亲生母亲
教父；伴郎；赞助人	padrino	⛪ 教父；伴郎；赞助人｜词源：padre+ -ino｜记忆：仪式上的保护人
教母；女赞助人	madrina	⛪ 教母；女赞助人｜词源：padrino 女性形式｜记忆：女性保护人
操纵；操作	manipular	✋ 操纵；操作｜例句：manipular información 操纵信息｜词源：拉丁 manus（手）｜记忆：用手控制
宠坏；溺爱坏	malcriar	👶 宠坏；溺爱坏｜例句：malcriar a un niño 宠坏孩子｜词源：mal（坏）+criar（养育）｜记忆：宠爱过度
客人；住客	huésped	🏨 客人；住客｜例句：los huéspedes del hotel 酒店住客｜词源：拉丁 hospes（客人主人）｜记忆：被接待的人
主人；东道主	anfitrión	🏠 主人；东道主｜例句：un buen anfitrión 好主人｜词源：希腊神话 Anfitrión｜记忆：招待别人的人
贪吃的；贪食者	glotón	🍖 贪吃的；贪食者｜例句：un niño glotón 贪吃的孩子｜词源：拉丁 glutto（贪吃者）｜记忆：吃很多
小口吸；啜饮	sorber	🥤 小口吸；啜饮｜例句：sorber una sopa 喝汤｜词源：拉丁 sorbere（吸入）｜记忆：小口喝
品尝；鉴定	catar	🍷 品尝；鉴定｜例句：catar un vino 品酒｜词源：拉丁 captare（捕捉尝试）｜记忆：专门品鉴
鹌鹑	codorniz	🐦 鹌鹑｜词源：拉丁相关词｜记忆：小鸟
白豆；菜豆	alubias	🫘 白豆；菜豆｜词源：阿拉伯 al-lubiya｜记忆：西班牙常见豆类
豆子	frijoles	🫘 豆子｜词源：拉丁 phaseolus｜记忆：拉美版豆子
一瓣；一片	gajo	🍊 一瓣；一片｜例句：un gajo de naranja 一瓣橙子｜词源：树枝的小分叉｜记忆：橘子瓣
外皮；树皮；面包皮	corteza	🌳 外皮；树皮；面包皮｜例句：corteza de pan 面包皮｜词源：拉丁 cortex（树皮）｜记忆：外层保护
圆片；切片	rodaja	🍋 圆片；切片｜例句：una rodaja de limón 一片柠檬｜词源：来自 rueda（轮子）｜记忆：圆形切片
一块；一片	pedazo	🧩 一块；一片｜例句：un pedazo de pan 一块面包｜词源：拉丁 pitacium（碎片）｜记忆：一块东西
沥干；滴干	escurrir	💧 沥干；滴干｜例句：escurrir la pasta 沥干意面｜词源：拉丁相关词｜记忆：让水流走
甜腻的；腻人的	empalagoso	🍰 甜腻的；腻人的｜例句：un postre empalagoso 很甜腻的甜点｜词源：来自 empalagar（使厌烦）｜记忆：甜过头
酸味；胃酸	acidez	🔥 酸味；胃酸｜例句：tener acidez de estómago 胃酸｜词源：ácido+ -ez｜记忆：胃里发酸
餐具	vajilla	🍽️ 餐具｜例句：lavar la vajilla 洗餐具｜词源：vaso（杯子）相关｜记忆：吃饭用具
滤网；漏勺	colador	🍝 滤网；漏勺｜例句：un colador de pasta 意面滤网｜词源：colar（过滤）+ -dor｜记忆：过滤水
小酒馆	tasca	🍺 小酒馆｜例句：una tasca tradicional 传统小酒馆｜词源：古西班牙语｜记忆：小店喝酒
海边小酒吧；小摊	chiringuito	🏖️ 海边小酒吧；小摊｜词源：古巴西语｜记忆：海边小店
学生；弟子	discípulo	📚 学生；弟子｜例句：discípulo de un maestro 师傅的弟子｜词源：拉丁 discipulus｜记忆：跟随学习
车间；工作坊；修理店	taller	🔧 车间；工作坊；修理店｜例句：taller mecánico 汽车修理店｜词源：法语 atelier｜记忆：动手工作的地方
小零食；糖果；小玩意	chucherías	🍬 小零食；糖果；小玩意｜例句：comprar chucherías 买零食｜词源：来自 chuchería｜记忆：小吃
报酬；回报	retribución	💰 报酬；回报｜例句：retribución económica 经济报酬｜词源：拉丁 retribuere（回报）｜记忆：工作所得
辞职	dimitir	🚪 辞职｜例句：dimitir como presidente 辞去主席职务｜词源：拉丁 dimittere（放弃）｜记忆：离开岗位
熬夜	trasnochar	🌙 熬夜｜例句：trasnochar estudiando 熬夜学习｜词源：tras（超过）+noche（夜晚）｜记忆：夜晚拖延
看台	grada	🏟️ 看台｜例句：sentarse en la grada 坐看台｜词源：与 grado（层级）有关｜记忆：观众席
包厢；贵宾席	palco	🎭 包厢；贵宾席｜词源：意大利 palco｜记忆：高级观看区
锦标赛；比赛	torneo	🏆 锦标赛；比赛｜词源：法语 tournoi｜记忆：多场竞争
竞赛；比赛	certamen	🥇 竞赛；比赛｜例句：certamen literario 文学比赛｜词源：拉丁 certamen（竞争）｜记忆：正式竞赛
对手；敌手	adversario	⚔️ 对手；敌手｜词源：拉丁 adversarius（相反的一方）｜记忆：对立者
对手；反对者	oponente	🆚 对手；反对者｜词源：拉丁 opponere（放在对面）｜记忆：对面的人
混凝土	hormigón	🏗️ 混凝土｜例句：hormigón armado 钢筋混凝土｜词源：拉丁相关词｜记忆：建筑主体
简陋棚屋；贫民窟小屋	chabola	🛖 简陋棚屋；贫民窟小屋｜词源：巴斯克 txabola（小屋）｜记忆：简陋房子
小屋；茅屋	choza	🛖 小屋；茅屋｜例句：vivir en una choza 住在小屋里｜词源：拉丁相关词｜记忆：简单住所
百洁布；洗碗刷	estropajo	🧽 百洁布；洗碗刷｜例句：fregar con un estropajo 用百洁布刷洗｜词源：古西班牙语｜记忆：擦洗工具
漂白剂	lejía	🧴 漂白剂｜例句：limpiar con lejía 用漂白剂清洁｜词源：拉丁 lixiva（洗涤液）｜记忆：消毒清洁
摩擦；擦	frotar	✋ 摩擦；擦｜例句：frotar una mancha 擦污渍｜词源：拉丁 fricare（摩擦）｜记忆：来回擦
冲洗；澄清；说明	aclarar	💧 冲洗；澄清；说明｜例句：aclarar la ropa 冲洗衣服｜词源：a-+claro（清楚）｜记忆：变清楚
担架；诊疗床	camilla	🚑 担架；诊疗床｜词源：法语 camille｜记忆：急救搬运
展示柜；橱窗	vitrina	🪟 展示柜；橱窗｜例句：una vitrina de una tienda 商店橱窗｜词源：拉丁 vitrum（玻璃）｜记忆：玻璃展示
归还；退款	devolución	🔄 归还；退款｜例句：pedir una devolución 要求退款｜词源：来自 devolver（归还）｜记忆：返回
担保；保证	aval	🤝 担保；保证｜例句：necesitar un aval para alquilar 租房需要担保｜词源：法语 aval｜记忆：背书保证
逮捕	arresto	🚓 逮捕｜例句：orden de arresto 逮捕令｜词源：拉丁 restare（停留）｜记忆：被抓
拘留；停止	detención	⛓️ 拘留；停止｜例句：detención policial 警方拘留｜词源：拉丁 detinere｜记忆：被限制
审问；讯问	interrogatorio	❓ 审问；讯问｜例句：un interrogatorio policial 警方审讯｜词源：拉丁 interrogare（询问）｜记忆：连续提问
帮助；援助	auxilio	🆘 帮助；援助｜例句：pedir auxilio 求助｜词源：拉丁 auxilium｜记忆：救助
援救；帮助	socorrer	🚑 援救；帮助｜例句：socorrer a una víctima 救助受害者｜词源：拉丁 succurrere（跑去帮助）｜记忆：及时帮助
垃圾场；废物堆放处	vertedero	🗑️ 垃圾场；废物堆放处｜词源：verter（倾倒）+ -dero｜记忆：垃圾集中地
照明；灯光系统	alumbrado	💡 照明；灯光系统｜例句：alumbrado público 公共照明｜词源：alumbrar（照亮）｜记忆：光
下水道系统	alcantarillado	🌧️ 下水道系统｜词源：阿拉伯 al-qantara（桥通道）｜记忆：排水
柜台	mostrador	🏪 柜台｜例句：en el mostrador 在柜台｜词源：mostrar+ -dor｜记忆：服务台
架子；搁板	estante	📚 架子；搁板｜例句：un estante de libros 书架｜词源：拉丁 stantem（站立）｜记忆：放物品
负责人；主管	encargado	👤 负责人；主管｜例句：el encargado de la tienda 店长｜词源：en-+cargo（职责）｜记忆：负责的人
供应商	proveedor	📦 供应商｜词源：proveer（提供）｜记忆：提供东西
拍卖	subastar	🔨 拍卖｜例句：subastar una casa 拍卖房子｜词源：sub+asta（长矛）｜记忆：竞价出售
获得；购买	adquirir	📈 获得；购买｜例句：adquirir experiencia 获得经验｜词源：拉丁 acquirere｜记忆：获得
支付费用；承担成本	costear	💰 支付费用；承担成本｜例句：costear los gastos 支付费用｜词源：costo（成本）｜记忆：出钱
支付；掏钱	desembolsar	👛 支付；掏钱｜例句：desembolsar mucho dinero 花很多钱｜词源：des-+bolsa（钱包）｜记忆：钱袋拿出来
浪费	malgastar	❌ 浪费｜例句：malgastar dinero 浪费钱｜词源：mal+gastar（花费）｜记忆：白花钱
复发	recaída	🔄 复发｜例句：tener una recaída 病情复发｜词源：re-+caer（掉落）｜记忆：又倒下
扭伤；拉伤	esguince	🦶 扭伤；拉伤｜例句：un esguince de tobillo 脚踝扭伤｜词源：古法语｜记忆：扭到
愈合；结疤	cicatrizar	🩹 愈合；结疤｜例句：la herida cicatriza 伤口愈合｜词源：cicatriz（疤痕）｜记忆：伤口恢复
痒；瘙痒感	picor	🦟 痒；瘙痒感｜例句：tener picor en la piel 皮肤痒｜词源：来自 picar（刺痒）｜记忆：想抓
障碍；紊乱	trastorno	⚠️ 障碍；紊乱｜例句：trastorno mental 精神障碍｜词源：tras-+tornar（转变）｜记忆：系统失衡
头发	cabello	💇 头发｜例句：tener el cabello largo 留长发｜词源：拉丁 capillus（头发）｜记忆：正式说法的头发
指南针；罗盘	brújula	🧭 指南针；罗盘｜例句：usar una brújula 使用指南针｜词源：意大利 bussola｜记忆：指方向
打滑；侧滑	derrape	🚗 打滑；侧滑｜例句：un derrape del coche 汽车打滑｜词源：来自 derrapar（滑动）｜记忆：轮胎滑动
轮胎爆胎；刺痛；扎针	pinchazo	🛞 轮胎爆胎；刺痛；扎针｜例句：tener un pinchazo 爆胎｜词源：来自 pinchar（刺扎）｜记忆：被扎破
推；推动	empujar	✋ 推；推动｜例句：empujar una puerta 推门｜词源：拉丁相关词｜记忆：向前推
拖；拖车	remolcar	🚙 拖；拖车｜例句：remolcar un coche 拖车｜词源：拉丁 remulcare｜记忆：拉走
使盈利；提高收益	rentabilizar	📈 使盈利；提高收益｜例句：rentabilizar una inversión 让投资盈利｜词源：renta（收益）｜记忆：赚钱效率
纳税人；贡献者	contribuyente	💰 纳税人；贡献者｜例句：los contribuyentes pagan impuestos｜词源：contribuir（贡献）｜记忆：缴税的人
格言；口号	lema	🏳️ 格言；口号｜例句：el lema de la empresa 公司口号｜词源：希腊 lēmma（主题）｜记忆：代表精神的话
赞助；支持	patrocinar	💵 赞助；支持｜例句：patrocinar un evento 赞助活动｜词源：拉丁 patronus（保护人）｜记忆：背后支持
经理；管理者	gerente	👔 经理；管理者｜例句：gerente de una empresa 公司经理｜词源：拉丁 gerere（管理）｜记忆：管理岗位
收集；采集	recolección	📦 收集；采集｜例句：recolección de basura 垃圾收集｜词源：recoger（收集）｜记忆：收起来
庄园；农场；地产	finca	🌳 庄园；农场；地产｜例句：una finca agrícola 农场｜词源：来自 fincar（固定）｜记忆：一大片土地
菜园；果蔬园	huerta	🥕 菜园；果蔬园｜例句：trabajar en la huerta 在菜园工作｜词源：拉丁 hortus（花园）｜记忆：种菜地方
马厩；牲畜棚	establo	🐴 马厩；牲畜棚｜例句：un establo de caballos 马厩｜词源：拉丁 stabulum｜记忆：动物房
兽群；一群动物	manada	🐺 兽群；一群动物｜例句：una manada de lobos 一群狼｜词源：mano（手）相关｜记忆：动物群
羊群；畜群	rebaño	🐑 羊群；畜群｜例句：un rebaño de ovejas 一群羊｜词源：拉丁相关词｜记忆：羊群
播种	sembrar	🌱 播种｜例句：sembrar trigo 播种小麦｜词源：拉丁 seminare｜记忆：撒种
收获；收割	cosechar	🌾 收获；收割｜例句：cosechar arroz 收割水稻｜词源：cosecha（收成）｜记忆：收获成果
等级；层级	jerarquía	📊 等级；层级｜例句：jerarquía empresarial 企业等级｜词源：希腊 hierarchia｜记忆：上下等级
贿赂	soborno	💵 贿赂｜例句：aceptar un soborno 收受贿赂｜词源：古西班牙语｜记忆：非法送钱
赞歌；国歌	himno	🎵 赞歌；国歌｜例句：himno nacional 国歌｜词源：希腊 hymnos｜记忆：庄严歌曲
情节；阴谋；结构	trama	📖 情节；阴谋；结构｜例句：la trama de una novela 小说情节｜词源：拉丁 trama（织物经线）｜记忆：故事线
阴谋；好奇心	intriga	🕵️ 阴谋；好奇心｜例句：una película llena de intriga 充满悬疑的电影｜词源：拉丁 intricare（使复杂）｜记忆：神秘计划
晕倒；昏厥	desmayarse	😵 晕倒；昏厥｜例句：Se desmayó por el calor. 因炎热晕倒｜词源：来自 mayo 相关变化｜记忆：突然失去意识
药片；药丸	píldora	💊 药片；药丸｜例句：tomar una píldora 吃一片药｜词源：拉丁 pilula（小球）｜记忆：小药丸
定量；控制剂量	dosificar	⚖️ 定量；控制剂量｜例句：dosificar un medicamento 控制药物剂量｜词源：dosis（剂量）｜记忆：控制多少
摄入；吞服	ingerir	🍽️ 摄入；吞服｜例句：ingerir alimentos 摄入食物｜词源：拉丁 ingerere（放入）｜记忆：放进身体
体毛；细毛	vello	🧔 体毛；细毛｜例句：vello corporal 体毛｜词源：拉丁 villus（绒毛）｜记忆：不是头发，是身体上的毛
