bisabuelo	👴 曾祖父；太爷爷<br>词源：bi-+abuelo<br>记忆：再上一代祖父<br>英语：great-grandfather
mellizos	👶👶 双胞胎（异卵）<br>例句：hermanos mellizos 双胞胎兄弟<br>词源：拉丁 gemellus（双生）<br>记忆：两个一起出生<br>英语：fraternal twins
reñir	😠 责骂；争吵<br>例句：reñir a un niño 批评孩子<br>词源：拉丁 ringere（争斗）<br>记忆：发生冲突<br>英语：scold / argue
pelearse	👊 打架；争吵<br>例句：pelearse con alguien 和某人吵架<br>词源：来自 pelo（头发）<br>记忆：冲突<br>英语：fight / argue
heredar	🏠 继承<br>例句：heredar una casa 继承房子<br>词源：拉丁 hereditare<br>记忆：从上一代获得<br>英语：inherit
testamento	📜 遗嘱<br>例句：hacer testamento 立遗嘱<br>词源：拉丁 testamentum<br>记忆：身后安排<br>英语：will / testament
casualidad	🎲 偶然；巧合<br>例句：por casualidad 偶然地<br>词源：拉丁 casus（发生）<br>记忆：巧合<br>英语：chance / coincidence
bautizo	💧 洗礼；受洗仪式<br>词源：希腊 baptizein（浸入水中）<br>记忆：宗教仪式<br>英语：baptism
comunión	⛪ 圣餐；第一次圣餐<br>例句：hacer la primera comunión<br>词源：拉丁 communio（联合）<br>记忆：宗教仪式<br>英语：communion
santo	✨ 圣人；神圣的<br>例句：Día de Santo 名字节<br>词源：拉丁 sanctus<br>记忆：神圣<br>英语：saint / holy
refresco	🥤 饮料；汽水<br>例句：tomar un refresco 喝饮料<br>词源：re-+fresco（凉爽）<br>记忆：解渴<br>英语：soft drink / refreshment
licor	🍸 烈酒；酒类<br>词源：拉丁 liquor（液体）<br>记忆：酒<br>英语：liquor / liqueur
pudrirse	🍎 腐烂<br>例句：La fruta se pudre. 水果腐烂<br>词源：拉丁 putrere<br>记忆：变坏<br>英语：rot / decay
ayunar	🍽️ 禁食；斋戒<br>词源：拉丁 ieiunare<br>记忆：不进食<br>英语：fast
sacacorchos	🍷 开瓶器<br>词源：sacar+corcho（软木塞）<br>记忆：拔瓶塞<br>英语：corkscrew
corcho	🍾 软木；瓶塞<br>词源：拉丁 quercus（橡树）<br>记忆：瓶塞<br>英语：cork
tapón	🧴 塞子；盖子<br>例句：tapón de botella 瓶盖<br>词源：来自 tapar（覆盖）<br>记忆：盖住<br>英语：cap / stopper
bollería	🥐 甜点；烘焙食品<br>词源：bollo（甜面包）+ -ería<br>记忆：甜食<br>英语：pastries
lenguado	🐟 鳎鱼；比目鱼<br>词源：来自 lengua（舌头）<br>记忆：扁扁像舌头<br>英语：sole fish
dorada	🐟 金头鲷<br>词源：dorado（金色的）<br>记忆：金色鱼<br>英语：gilt-head bream
salmonete	🐟 红鲻鱼<br>词源：来自 salmón 相关<br>记忆：红色小鱼<br>英语：red mullet
langostino	🦐 大虾<br>词源：来自 langosta（龙虾）<br>记忆：大虾<br>英语：prawn / king prawn
mejillón	🦪 贻贝；青口<br>词源：拉丁 musculus（小鼠）<br>记忆：贝类<br>英语：mussel
almeja	🦪 蛤蜊；蛤<br>词源：葡萄牙 ameijoa<br>记忆：贝壳海鲜<br>英语：clam
legumbres	🫘 豆类；蔬菜豆<br>例句：comer legumbres 吃豆类<br>词源：拉丁 legumen<br>记忆：豆类总称<br>英语：legumes
frutos secos	🥜 坚果<br>词源：fruto+seco（干的）<br>记忆：干果<br>英语：nuts
almendras	🌰 杏仁<br>词源：阿拉伯 al-lauz<br>记忆：杏仁<br>英语：almonds
avellanas	🌰 榛子<br>词源：拉丁 abellana<br>记忆：榛子<br>英语：hazelnuts
albahaca	🌿 罗勒<br>词源：阿拉伯 al-ḥabaqa<br>记忆：香草<br>英语：basil
cuenco	🥣 碗；小碗<br>词源：拉丁 concha（贝壳）<br>记忆：盛东西的小碗<br>英语：bowl
abrelatas	🥫 开罐器<br>例句：usar un abrelatas 使用开罐器<br>词源：abrir+latas（罐头）<br>记忆：打开罐头<br>英语：can opener
barman	🍸 酒保；调酒师<br>例句：trabajar de barman 做酒保<br>词源：英语 bar man<br>记忆：酒吧工作人员<br>英语：bartender
seminario	🌱 研讨会；神学院<br>例句：un seminario de historia 历史研讨会<br>词源：拉丁 seminarium（苗圃）<br>记忆：培养知识的地方<br>英语：seminar
castigo	⚠️ 惩罚<br>例句：recibir un castigo 受到惩罚<br>词源：拉丁 castigare<br>记忆：做错后的后果<br>英语：punishment
grapadora	📎 订书机<br>例句：una grapadora de oficina 办公订书机<br>词源：grapa（订书钉）+ -dora<br>记忆：办公用品<br>英语：stapler
clip	📎 回形针；夹子<br>词源：英语 clip<br>记忆：夹文件<br>英语：paper clip
cartulina	📄 卡纸；厚纸<br>词源：carta（纸）+ -ulina<br>记忆：厚纸<br>英语：cardboard / cardstock
destornillador	🔧 螺丝刀<br>例句：un destornillador eléctrico 电动螺丝刀<br>词源：des-+tornillo（螺丝）<br>记忆：拧螺丝<br>英语：screwdriver
enchufe	🔌 插头；插座<br>例句：enchufar el móvil 给手机插电<br>词源：来自 enchufar（插入）<br>记忆：通电接口<br>英语：plug / socket
delantal	👩‍🍳 围裙<br>词源：delante（前面）相关<br>记忆：厨房装备<br>英语：apron
almacén	📦 仓库；储藏室<br>例句：un almacén grande 大仓库<br>词源：阿拉伯 al-maḫzan<br>记忆：储存东西<br>英语：warehouse / storage
indemnización	💰 赔偿；补偿金<br>例句：recibir una indemnización 获得赔偿<br>词源：拉丁 indemnis（无损害）<br>记忆：弥补损失<br>英语：compensation / indemnity
comisión	💵 佣金；委员会；手续费<br>例句：pagar una comisión 支付手续费<br>词源：拉丁 committere（委托）<br>记忆：交易产生的钱<br>英语：commission
anticipo	💰 预付款；提前支付<br>例句：pagar un anticipo 支付定金<br>词源：ante（之前）+cipar<br>记忆：提前给的钱<br>英语：advance payment / deposit
estar de baja	🏥 休假；病假；停职<br>例句：Estoy de baja médica. 我在病假<br>词源：baja=低下减少<br>记忆：暂离岗位<br>英语：be on sick leave
ambicioso	🎯 有抱负的；野心勃勃的<br>例句：un proyecto ambicioso 有雄心的项目<br>词源：拉丁 ambitio（追求）<br>记忆：目标很高<br>英语：ambitious
capaz	💪 有能力的；能够的<br>例句：ser capaz de hacer algo 能做到某事<br>词源：拉丁 capax（能容纳的）<br>记忆：有能力<br>英语：capable / able
perezoso	😴 懒惰的；树懒<br>例句：un chico perezoso 懒孩子<br>词源：来自 pereza（懒惰）<br>记忆：不想动<br>英语：lazy / sloth
inaugurar	🎉 开幕；启用<br>例句：inaugurar un museo 开设博物馆<br>词源：拉丁 inaugurare<br>记忆：正式开始<br>英语：inaugurate / open
desfile	🚶 游行；时装秀<br>例句：desfile militar 军事阅兵<br>词源：来自 desfilar（列队行进）<br>记忆：队伍展示<br>英语：parade / fashion show
campeonato	🏆 锦标赛；冠军赛<br>例句：ganar un campeonato 赢得冠军<br>词源：来自 campeón（冠军）<br>记忆：冠军竞争<br>英语：championship
aficionado	❤️ 爱好者；业余的<br>例句：un fotógrafo aficionado 业余摄影师<br>词源：来自 afición（兴趣）<br>记忆：因兴趣而做<br>英语：amateur / fan
portada	📖 封面；首页<br>例句：la portada del libro 书封面<br>词源：portar（携带）相关<br>记忆：最外层<br>英语：cover / front page
triunfo	🏆 胜利；成功<br>例句：un gran triunfo 巨大的成功<br>词源：拉丁 triumphus（凯旋）<br>记忆：赢得胜利<br>英语：triumph / victory
rueda de prensa	🎤 新闻发布会<br>例句：dar una rueda de prensa 举行新闻发布会<br>词源：rueda（圆圈）+prensa（新闻）<br>记忆：媒体围着采访<br>英语：press conference
cemento	🏗️ 水泥<br>例句：una pared de cemento 水泥墙<br>词源：拉丁 caementum（碎石）<br>记忆：建房材料<br>英语：cement
ladrillo	🧱 砖<br>例句：una pared de ladrillos 砖墙<br>词源：拉丁 laterculus（小砖）<br>记忆：砌墙<br>英语：brick
buhardilla	🏠 阁楼；顶楼小房间<br>例句：vivir en una buhardilla 住在阁楼<br>词源：与屋顶结构有关<br>记忆：屋顶里的房间<br>英语：attic / loft
escoba	🧹 扫帚<br>例句：barrer con una escoba 用扫帚扫<br>词源：拉丁 scopa（扫帚）<br>记忆：扫地<br>英语：broom
fregona	🧽 拖把<br>例句：pasar la fregona 拖地<br>词源：来自 fregar（擦洗）<br>记忆：拖地工具<br>英语：mop
trapo	🧻 抹布；布料<br>例句：limpiar con un trapo 用抹布清洁<br>词源：拉丁 trappus<br>记忆：擦东西<br>英语：rag / cloth
bombilla	💡 灯泡<br>例句：cambiar una bombilla 换灯泡<br>词源：bomba（球状）+ -illa<br>记忆：发光的小球<br>英语：light bulb
linterna	🔦 手电筒<br>例句：usar una linterna 使用手电筒<br>词源：拉丁 lanterna<br>记忆：黑暗照明<br>英语：flashlight / torch
caja fuerte	🔐 保险箱<br>词源：caja（箱子）+fuerte（坚固）<br>记忆：坚固的箱子<br>英语：safe
domiciliar	🏦 设置自动扣款；登记住址<br>例句：domiciliar un pago 设置自动付款<br>词源：domicilio（住所）拉丁 domus（家）<br>记忆：钱从账户自动走<br>英语：direct debit / register
delito	⚖️ 犯罪；违法行为<br>例句：cometer un delito 犯罪<br>词源：拉丁 delictum（过错）<br>记忆：违法<br>英语：crime / offense
farola	🌃 路灯<br>例句：una farola de la calle 街灯<br>词源：来自 faro（灯塔）<br>记忆：夜晚照明<br>英语：street lamp
albornoz	🚿 浴袍<br>词源：阿拉伯 al-burnūs（斗篷）<br>记忆：洗澡后穿<br>英语：bathrobe
cremallera	🧥 拉链<br>例句：subir la cremallera 拉上拉链<br>词源：来自 cremar（咬合）<br>记忆：开合工具<br>英语：zipper
hilo	🧵 线；丝；话题线索<br>例句：hilo de algodón 棉线<br>词源：拉丁 filum<br>记忆：缝纫线<br>英语：thread / string
percha	👔 衣架<br>例句：colgar la chaqueta en la percha<br>词源：拉丁相关词<br>记忆：挂衣服<br>英语：hanger
arrugado	👕 皱的；起皱的<br>例句：una camisa arrugada 皱巴巴的衬衫<br>词源：来自 arrugar（弄皱）<br>记忆：不平整<br>英语：wrinkled
escayolar	🦴 打石膏；固定骨折<br>例句：escayolar un brazo 给手臂打石膏<br>词源：escayola（石膏）<br>记忆：骨折固定<br>英语：put in a cast
mareos	🤢 头晕；眩晕<br>例句：tener mareos 头晕<br>词源：来自 mar（海）原指晕船<br>记忆：头晕<br>英语：dizziness
náuseas	🤢 恶心<br>词源：希腊 nausía（晕船）<br>记忆：胃不舒服<br>英语：nausea
vomitar	🤮 呕吐<br>例句：vomitar después de beber 喝酒后呕吐<br>词源：拉丁 vomitare<br>记忆：吐<br>英语：vomit / throw up
mancha	🟤 污渍；斑点<br>例句：una mancha de café 咖啡渍<br>词源：拉丁相关词<br>记忆：脏点<br>英语：stain / spot
grano	🔴 痘；颗粒；谷粒<br>例句：tener granos 长痘<br>词源：拉丁 granum（谷粒）<br>记忆：小颗粒<br>英语：pimple / grain
albergue	🏕️ 旅舍；避难所<br>例句：albergue juvenil 青年旅舍<br>词源：日耳曼 haribergō<br>记忆：临时住宿<br>英语：hostel / shelter
acampar	⛺ 露营<br>例句：acampar en la montaña 在山里露营<br>词源：来自 campo（田野）<br>记忆：户外过夜<br>英语：camp
peatón	🚶 行人<br>例句：paso de peatones 人行横道<br>词源：法语 piéton 拉丁 pes（脚）<br>记忆：走路的人<br>英语：pedestrian
vientre	🫃 腹部；肚子<br>例句：dolor de vientre 肚子疼<br>词源：拉丁 venter（腹部）<br>记忆：身体内部的腹部<br>英语：belly / abdomen
ombligo	👶 肚脐<br>词源：拉丁 umbilicus<br>记忆：出生留下的小圆点<br>英语：navel / belly button
puño	✊ 拳头；袖口<br>例句：cerrar el puño 握拳<br>词源：拉丁 pugnus（拳）<br>记忆：握紧的手<br>英语：fist / cuff
pulgar	👍 拇指<br>例句：dedo pulgar 拇指<br>词源：拉丁 pollex<br>记忆：点赞的手指<br>英语：thumb
cráneo	💀 头骨；颅骨<br>词源：希腊 kranion<br>记忆：头部骨架<br>英语：skull / cranium
vértebra	🦴 椎骨<br>例句：columna vertebral 脊柱<br>词源：拉丁 vertebra<br>记忆：脊椎一节<br>英语：vertebra
peca	🟤 雀斑<br>例句：tener pecas 有雀斑<br>词源：拉丁相关词<br>记忆：小斑点<br>英语：freckle
caspa	❄️ 头皮屑<br>例句：champú anticaspa 去屑洗发水<br>词源：拉丁相关词<br>记忆：头上的小雪花<br>英语：dandruff
corpulento	💪 魁梧的；身材高大的<br>例句：un hombre corpulento 魁梧的男人<br>词源：corpus（身体）+ -ulento<br>记忆：身体很大<br>英语：corpulent / large-bodied
robusto	🌳 强壮的；结实的<br>例句：una salud robusta 强健的健康<br>词源：拉丁 robustus（橡树般坚硬）<br>记忆：像树一样强壮<br>英语：robust / strong
tiritar	🥶 发抖；颤抖<br>例句：tiritar de frío 冷得发抖<br>词源：拟声词<br>记忆：冷得抖<br>英语：shiver / tremble
fallecido	⚰️ 已故的<br>例句：el fallecido 逝者<br>词源：来自 fallar（停止）<br>记忆：正式说去世<br>英语：deceased
austero	🪵 朴素的；简朴的<br>例句：una vida austera 简朴的生活<br>词源：希腊 austēros（严厉）<br>记忆：简单克制<br>英语：austere / plain
prepotente	👑 专横的；傲慢的<br>例句：un jefe prepotente 专横的老板<br>词源：pre-+potente<br>记忆：仗势欺人<br>英语：arrogant / overbearing
versátil	🔄 多才多艺的；多用途的<br>例句：un jugador versátil 全能球员<br>词源：拉丁 versatilis（可转动）<br>记忆：能变化<br>英语：versatile
humilde	🌱 谦虚的；卑微的<br>例句：una persona humilde 谦虚的人<br>词源：拉丁 humilis（低的）<br>记忆：贴近土地<br>英语：humble
ira	🔥 愤怒；怒火<br>例句：lleno de ira 满腔怒火<br>词源：拉丁 ira<br>记忆：强烈愤怒<br>英语：anger / wrath
piedad	❤️ 怜悯；慈悲<br>例句：tener piedad 怜悯<br>词源：拉丁 pietas（责任虔诚）<br>记忆：同情心<br>英语：pity / mercy
alucinar	🤯 产生幻觉；惊叹<br>例句：Estoy alucinando. 我惊呆了<br>词源：拉丁 alucinari<br>记忆：大脑强烈体验<br>英语：hallucinate / be amazed
enorgullecerse	🏆 感到自豪<br>例句：enorgullecerse de sus hijos 为孩子骄傲<br>词源：en-+orgullo（骄傲）<br>记忆：心里骄傲<br>英语：be proud
envidiar	👀 嫉妒；羡慕<br>例句：envidiar a alguien 嫉妒某人<br>词源：拉丁 invidere（敌意地看）<br>记忆：盯着别人的拥有<br>英语：envy
desanimarse	⬇️ 失去信心；泄气<br>例句：No te desanimes. 别灰心<br>词源：des-+ánimo（精神）<br>记忆：动力消失<br>英语：get discouraged
fatigarse	😫 疲劳；感到累<br>例句：fatigarse después de correr 跑后疲劳<br>词源：拉丁 fatigare<br>记忆：累了<br>英语：get tired
ruborizarse	😊 脸红<br>例句：ruborizarse de vergüenza 羞红脸<br>词源：拉丁 rubor（红色）<br>记忆：脸变红<br>英语：blush
caradura	😏 厚脸皮的人；无耻的人<br>例句：¡Qué caradura! 真不要脸<br>词源：cara（脸）+dura（硬）<br>记忆：脸皮厚<br>英语：shameless / cheeky
gafe	🍀❌ 倒霉的人；扫把星<br>例句：ser gafe 很倒霉<br>词源：西班牙俚语<br>记忆：运气不好<br>英语：jinx / unlucky person
padrastro	👨 继父<br>词源：padre（父亲）相关<br>记忆：非亲生父亲<br>英语：stepfather
madrastra	👩 继母<br>词源：madre（母亲）相关<br>记忆：非亲生母亲<br>英语：stepmother
padrino	⛪ 教父；伴郎；赞助人<br>词源：padre+ -ino<br>记忆：仪式上的保护人<br>英语：godfather / sponsor
madrina	⛪ 教母；女赞助人<br>词源：padrino 女性形式<br>记忆：女性保护人<br>英语：godmother / sponsor
manipular	✋ 操纵；操作<br>例句：manipular información 操纵信息<br>词源：拉丁 manus（手）<br>记忆：用手控制<br>英语：manipulate / handle
malcriar	👶 宠坏；溺爱坏<br>例句：malcriar a un niño 宠坏孩子<br>词源：mal（坏）+criar（养育）<br>记忆：宠爱过度<br>英语：spoil / pamper
huésped	🏨 客人；住客<br>例句：los huéspedes del hotel 酒店住客<br>词源：拉丁 hospes（客人主人）<br>记忆：被接待的人<br>英语：guest
anfitrión	🏠 主人；东道主<br>例句：un buen anfitrión 好主人<br>词源：希腊神话 Anfitrión<br>记忆：招待别人的人<br>英语：host
glotón	🍖 贪吃的；贪食者<br>例句：un niño glotón 贪吃的孩子<br>词源：拉丁 glutto（贪吃者）<br>记忆：吃很多<br>英语：glutton
sorber	🥤 小口吸；啜饮<br>例句：sorber una sopa 喝汤<br>词源：拉丁 sorbere（吸入）<br>记忆：小口喝<br>英语：sip / slurp
catar	🍷 品尝；鉴定<br>例句：catar un vino 品酒<br>词源：拉丁 captare（捕捉尝试）<br>记忆：专门品鉴<br>英语：taste
codorniz	🐦 鹌鹑<br>词源：拉丁相关词<br>记忆：小鸟<br>英语：quail
alubias	🫘 白豆；菜豆<br>词源：阿拉伯 al-lubiya<br>记忆：西班牙常见豆类<br>英语：beans
frijoles	🫘 豆子<br>词源：拉丁 phaseolus<br>记忆：拉美版豆子<br>英语：beans
gajo	🍊 一瓣；一片<br>例句：un gajo de naranja 一瓣橙子<br>词源：树枝的小分叉<br>记忆：橘子瓣<br>英语：segment / wedge
corteza	🌳 外皮；树皮；面包皮<br>例句：corteza de pan 面包皮<br>词源：拉丁 cortex（树皮）<br>记忆：外层保护<br>英语：crust / bark
rodaja	🍋 圆片；切片<br>例句：una rodaja de limón 一片柠檬<br>词源：来自 rueda（轮子）<br>记忆：圆形切片<br>英语：slice
pedazo	🧩 一块；一片<br>例句：un pedazo de pan 一块面包<br>词源：拉丁 pitacium（碎片）<br>记忆：一块东西<br>英语：piece / chunk
escurrir	💧 沥干；滴干<br>例句：escurrir la pasta 沥干意面<br>词源：拉丁相关词<br>记忆：让水流走<br>英语：drain
empalagoso	🍰 甜腻的；腻人的<br>例句：un postre empalagoso 很甜腻的甜点<br>词源：来自 empalagar（使厌烦）<br>记忆：甜过头<br>英语：overly sweet / cloying
acidez	🔥 酸味；胃酸<br>例句：tener acidez de estómago 胃酸<br>词源：ácido+ -ez<br>记忆：胃里发酸<br>英语：acidity / heartburn
vajilla	🍽️ 餐具<br>例句：lavar la vajilla 洗餐具<br>词源：vaso（杯子）相关<br>记忆：吃饭用具<br>英语：tableware / dishes
colador	🍝 滤网；漏勺<br>例句：un colador de pasta 意面滤网<br>词源：colar（过滤）+ -dor<br>记忆：过滤水<br>英语：strainer / colander
tasca	🍺 小酒馆<br>例句：una tasca tradicional 传统小酒馆<br>词源：古西班牙语<br>记忆：小店喝酒<br>英语：tavern / small bar
chiringuito	🏖️ 海边小酒吧；小摊<br>词源：古巴西语<br>记忆：海边小店<br>英语：beach bar / kiosk
discípulo	📚 学生；弟子<br>例句：discípulo de un maestro 师傅的弟子<br>词源：拉丁 discipulus<br>记忆：跟随学习<br>英语：disciple / student
taller	🔧 车间；工作坊；修理店<br>例句：taller mecánico 汽车修理店<br>词源：法语 atelier<br>记忆：动手工作的地方<br>英语：workshop
chucherías	🍬 小零食；糖果；小玩意<br>例句：comprar chucherías 买零食<br>词源：来自 chuchería<br>记忆：小吃<br>英语：sweets / snacks / trinkets
retribución	💰 报酬；回报<br>例句：retribución económica 经济报酬<br>词源：拉丁 retribuere（回报）<br>记忆：工作所得<br>英语：remuneration
dimitir	🚪 辞职<br>例句：dimitir como presidente 辞去主席职务<br>词源：拉丁 dimittere（放弃）<br>记忆：离开岗位<br>英语：resign
trasnochar	🌙 熬夜<br>例句：trasnochar estudiando 熬夜学习<br>词源：tras（超过）+noche（夜晚）<br>记忆：夜晚拖延<br>英语：stay up late
grada	🏟️ 看台<br>例句：sentarse en la grada 坐看台<br>词源：与 grado（层级）有关<br>记忆：观众席<br>英语：stands / bleachers
palco	🎭 包厢；贵宾席<br>词源：意大利 palco<br>记忆：高级观看区<br>英语：box / VIP section
torneo	🏆 锦标赛；比赛<br>词源：法语 tournoi<br>记忆：多场竞争<br>英语：tournament
certamen	🥇 竞赛；比赛<br>例句：certamen literario 文学比赛<br>词源：拉丁 certamen（竞争）<br>记忆：正式竞赛<br>英语：contest / competition
adversario	⚔️ 对手；敌手<br>词源：拉丁 adversarius（相反的一方）<br>记忆：对立者<br>英语：adversary
oponente	🆚 对手；反对者<br>词源：拉丁 opponere（放在对面）<br>记忆：对面的人<br>英语：opponent
hormigón	🏗️ 混凝土<br>例句：hormigón armado 钢筋混凝土<br>词源：拉丁相关词<br>记忆：建筑主体<br>英语：concrete
chabola	🛖 简陋棚屋；贫民窟小屋<br>词源：巴斯克 txabola（小屋）<br>记忆：简陋房子<br>英语：shack / hut
choza	🛖 小屋；茅屋<br>例句：vivir en una choza 住在小屋里<br>词源：拉丁相关词<br>记忆：简单住所<br>英语：hut / shack
estropajo	🧽 百洁布；洗碗刷<br>例句：fregar con un estropajo 用百洁布刷洗<br>词源：古西班牙语<br>记忆：擦洗工具<br>英语：scouring pad / scrubber
lejía	🧴 漂白剂<br>例句：limpiar con lejía 用漂白剂清洁<br>词源：拉丁 lixiva（洗涤液）<br>记忆：消毒清洁<br>英语：bleach
frotar	✋ 摩擦；擦<br>例句：frotar una mancha 擦污渍<br>词源：拉丁 fricare（摩擦）<br>记忆：来回擦<br>英语：rub / scrub
aclarar	💧 冲洗；澄清；说明<br>例句：aclarar la ropa 冲洗衣服<br>词源：a-+claro（清楚）<br>记忆：变清楚<br>英语：rinse / clarify
camilla	🚑 担架；诊疗床<br>词源：法语 camille<br>记忆：急救搬运<br>英语：stretcher / medical cot
vitrina	🪟 展示柜；橱窗<br>例句：una vitrina de una tienda 商店橱窗<br>词源：拉丁 vitrum（玻璃）<br>记忆：玻璃展示<br>英语：display case / showcase
devolución	🔄 归还；退款<br>例句：pedir una devolución 要求退款<br>词源：来自 devolver（归还）<br>记忆：返回<br>英语：return / refund
aval	🤝 担保；保证<br>例句：necesitar un aval para alquilar 租房需要担保<br>词源：法语 aval<br>记忆：背书保证<br>英语：guarantee / surety
arresto	🚓 逮捕<br>例句：orden de arresto 逮捕令<br>词源：拉丁 restare（停留）<br>记忆：被抓<br>英语：arrest
detención	⛓️ 拘留；停止<br>例句：detención policial 警方拘留<br>词源：拉丁 detinere<br>记忆：被限制<br>英语：detention
interrogatorio	❓ 审问；讯问<br>例句：un interrogatorio policial 警方审讯<br>词源：拉丁 interrogare（询问）<br>记忆：连续提问<br>英语：interrogation
auxilio	🆘 帮助；援助<br>例句：pedir auxilio 求助<br>词源：拉丁 auxilium<br>记忆：救助<br>英语：aid / help
socorrer	🚑 援救；帮助<br>例句：socorrer a una víctima 救助受害者<br>词源：拉丁 succurrere（跑去帮助）<br>记忆：及时帮助<br>英语：rescue / assist
vertedero	🗑️ 垃圾场；废物堆放处<br>词源：verter（倾倒）+ -dero<br>记忆：垃圾集中地<br>英语：landfill / dump
alumbrado	💡 照明；灯光系统<br>例句：alumbrado público 公共照明<br>词源：alumbrar（照亮）<br>记忆：光<br>英语：lighting
alcantarillado	🌧️ 下水道系统<br>词源：阿拉伯 al-qantara（桥通道）<br>记忆：排水<br>英语：sewer system
mostrador	🏪 柜台<br>例句：en el mostrador 在柜台<br>词源：mostrar+ -dor<br>记忆：服务台<br>英语：counter / reception desk
estante	📚 架子；搁板<br>例句：un estante de libros 书架<br>词源：拉丁 stantem（站立）<br>记忆：放物品<br>英语：shelf
encargado	👤 负责人；主管<br>例句：el encargado de la tienda 店长<br>词源：en-+cargo（职责）<br>记忆：负责的人<br>英语：manager / person in charge
proveedor	📦 供应商<br>词源：proveer（提供）<br>记忆：提供东西<br>英语：supplier / provider
subastar	🔨 拍卖<br>例句：subastar una casa 拍卖房子<br>词源：sub+asta（长矛）<br>记忆：竞价出售<br>英语：auction
adquirir	📈 获得；购买<br>例句：adquirir experiencia 获得经验<br>词源：拉丁 acquirere<br>记忆：获得<br>英语：acquire
costear	💰 支付费用；承担成本<br>例句：costear los gastos 支付费用<br>词源：costo（成本）<br>记忆：出钱<br>英语：finance / cover the cost
desembolsar	👛 支付；掏钱<br>例句：desembolsar mucho dinero 花很多钱<br>词源：des-+bolsa（钱包）<br>记忆：钱袋拿出来<br>英语：pay out / spend
malgastar	❌ 浪费<br>例句：malgastar dinero 浪费钱<br>词源：mal+gastar（花费）<br>记忆：白花钱<br>英语：waste
recaída	🔄 复发<br>例句：tener una recaída 病情复发<br>词源：re-+caer（掉落）<br>记忆：又倒下<br>英语：relapse
esguince	🦶 扭伤；拉伤<br>例句：un esguince de tobillo 脚踝扭伤<br>词源：古法语<br>记忆：扭到<br>英语：sprain
cicatrizar	🩹 愈合；结疤<br>例句：la herida cicatriza 伤口愈合<br>词源：cicatriz（疤痕）<br>记忆：伤口恢复<br>英语：heal / scar
picor	🦟 痒；瘙痒感<br>例句：tener picor en la piel 皮肤痒<br>词源：来自 picar（刺痒）<br>记忆：想抓<br>英语：itch
trastorno	⚠️ 障碍；紊乱<br>例句：trastorno mental 精神障碍<br>词源：tras-+tornar（转变）<br>记忆：系统失衡<br>英语：disorder
cabello	💇 头发<br>例句：tener el cabello largo 留长发<br>词源：拉丁 capillus（头发）<br>记忆：正式说法的头发<br>英语：hair
brújula	🧭 指南针；罗盘<br>例句：usar una brújula 使用指南针<br>词源：意大利 bussola<br>记忆：指方向<br>英语：compass
derrape	🚗 打滑；侧滑<br>例句：un derrape del coche 汽车打滑<br>词源：来自 derrapar（滑动）<br>记忆：轮胎滑动<br>英语：skid
pinchazo	🛞 轮胎爆胎；刺痛；扎针<br>例句：tener un pinchazo 爆胎<br>词源：来自 pinchar（刺扎）<br>记忆：被扎破<br>英语：puncture / prick
empujar	✋ 推；推动<br>例句：empujar una puerta 推门<br>词源：拉丁相关词<br>记忆：向前推<br>英语：push
remolcar	🚙 拖；拖车<br>例句：remolcar un coche 拖车<br>词源：拉丁 remulcare<br>记忆：拉走<br>英语：tow
rentabilizar	📈 使盈利；提高收益<br>例句：rentabilizar una inversión 让投资盈利<br>词源：renta（收益）<br>记忆：赚钱效率<br>英语：make profitable
contribuyente	💰 纳税人；贡献者<br>例句：los contribuyentes pagan impuestos<br>词源：contribuir（贡献）<br>记忆：缴税的人<br>英语：taxpayer / contributor
lema	🏳️ 格言；口号<br>例句：el lema de la empresa 公司口号<br>词源：希腊 lēmma（主题）<br>记忆：代表精神的话<br>英语：motto / slogan
patrocinar	💵 赞助；支持<br>例句：patrocinar un evento 赞助活动<br>词源：拉丁 patronus（保护人）<br>记忆：背后支持<br>英语：sponsor
gerente	👔 经理；管理者<br>例句：gerente de una empresa 公司经理<br>词源：拉丁 gerere（管理）<br>记忆：管理岗位<br>英语：manager
recolección	📦 收集；采集<br>例句：recolección de basura 垃圾收集<br>词源：recoger（收集）<br>记忆：收起来<br>英语：collection / gathering
finca	🌳 庄园；农场；地产<br>例句：una finca agrícola 农场<br>词源：来自 fincar（固定）<br>记忆：一大片土地<br>英语：estate / farm
huerta	🥕 菜园；果蔬园<br>例句：trabajar en la huerta 在菜园工作<br>词源：拉丁 hortus（花园）<br>记忆：种菜地方<br>英语：vegetable garden / orchard
establo	🐴 马厩；牲畜棚<br>例句：un establo de caballos 马厩<br>词源：拉丁 stabulum<br>记忆：动物房<br>英语：stable
manada	🐺 兽群；一群动物<br>例句：una manada de lobos 一群狼<br>词源：mano（手）相关<br>记忆：动物群<br>英语：herd / pack
rebaño	🐑 羊群；畜群<br>例句：un rebaño de ovejas 一群羊<br>词源：拉丁相关词<br>记忆：羊群<br>英语：flock / herd
sembrar	🌱 播种<br>例句：sembrar trigo 播种小麦<br>词源：拉丁 seminare<br>记忆：撒种<br>英语：sow / plant
cosechar	🌾 收获；收割<br>例句：cosechar arroz 收割水稻<br>词源：cosecha（收成）<br>记忆：收获成果<br>英语：harvest
